ID,Original_ID,Common_name,SMILES,Standardise_SMILES,Value,Unit,Endpoint,Standardized_Value,Standardized_Endpoint,Assay,Description,Link,Source Type,Source,Citation,Publish_Year,Macrocycle_Ring_Size,Macrocycle_Free_Amide_Count,Macrocycle_Substituted_Amide_Count,Macrocycle_Overall_Amide_Count,Macrocycle_Core_smiles,Macrocycle_Peripheral_smiles,Free_Amide_Ratio,Amide_Ratio,Num_Rings,Num_Aromatic_Rings,cLogP,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_Heavy_Atoms,Num_Carbon_Atoms,Fraction_SP3_Carbons,TPSA,Num_Rotatable_Bonds,Kier_index,InchiKey
MC-3886,K-111,    ,O(/N=C/1\[C@H](C)C[C@H](CCN2CC(C)CC(C)C2)[C@H](O[C@H]2[C@H](O)[C@@H](N(C)C)[C@H](O)[C@@H](C)O2)[C@@H](C)[C@H](O)CC(=O)O[C@H](CC)[C@@H](CO[C@H]2[C@H](OC)[C@H](OC)[C@H](O)[C@@H](C)O2)\C=C(/C)\C=C\1)CCCC#C,C#CCCCO/N=C1/C=C/C(C)=C/[C@H](CO[C@@H]2O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]2OC)[C@@H](CC)OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CC(C)CC(C)C2)C[C@H]1C,0.32,10^-6 cm/s,Papp,-6.495,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,16,0,0,0,C1=CCCCCCCCCCOCCC=C1,CCC1CCCC=CC=CC(COCOC(C)C(O)CO)C(C)OC(=O)CC(O)C(C)C1OC1CCC(O)C(C)O1,0.0,0.0,4,0,4.558,950.265,16,4,67,51,0.843,190.67,16,23.664,ICTMUMAHPGAOKZ-JGNOUZIXSA-N
MC-3887,K-112,    ,O(/N=C/1\[C@H](C)C[C@H](CCN2CC(C)CC(C)C2)[C@H](O[C@H]2[C@H](O)[C@@H](N(C)C)[C@H](O)[C@@H](C)O2)[C@@H](C)[C@H](O)CC(=O)O[C@H](CC)[C@@H](CO[C@H]2[C@H](OC)[C@H](OC)[C@H](O)[C@@H](C)O2)\C=C(/C)\C=C\1)CCCc1nnn(-c2cnccc2)c1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CC(C)CC(C)C2)C[C@@H](C)C(=N\OCCCc2cn(-c3cccnc3)nn2)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,0.059,10^-6 cm/s,Papp,-7.229,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,16,0,0,0,C1=CCCCCCCCCCOCCC=C1,CCC1CC(C)CC=CC=CCC(C)OC(=O)CC(O)C(C)C1OC1CCC(O)C(C)O1,0.0,0.0,6,2,4.753,1070.38,20,4,76,56,0.768,234.27,18,23.806,AHPNKIQCNIDJBO-DOHLCKOMSA-N
MC-3888,K-113,    ,O=C(O)CCc1nnn(C[C@@H]\2[C@@H](CC)OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@H]3C(O)C(N(C)C)[C@H](O)[C@@H](C)O3)[C@@H](CCN3CC(C)CC(C)C3)C[C@@H](C)C(=O)/C=C/C(/C)=C/2)c1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)C(N(C)C)C2O)[C@@H](CCN2CC(C)CC(C)C2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1Cn1cc(CCC(=O)O)nn1,0,10^-6 cm/s,Papp,-9.796,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,16,0,0,0,C1=CCCCCCCCCCOCCC=C1,CCC1CC(C)C(=O)C=CC=CC(C)C(C)OC(=O)CC(O)C(C)C1OC1CCC(O)C(C)O1,0.0,0.0,4,1,3.498,818.066,14,4,58,43,0.791,197.01,12,18.051,NBQSTNOGAIFWEJ-OBXWHJKGSA-N
MC-3889,K-114,    ,O([C@@H]1[C@@H](C)[C@H](O)CC(=O)O[C@H](CC)[C@@H](CO)/C=C(\C)/C=C/C(=O)[C@H](C)C[C@@H]1CCN(CC#C)C)[C@H]1C(O)C(N(C)C)[C@H](O)[C@@H](C)O1,C#CCN(C)CC[C@H]1C[C@@H](C)C(=O)/C=C/C(C)=C/[C@H](CO)[C@@H](CC)OC(=O)C[C@@H](O)[C@H](C)[C@H]1O[C@@H]1O[C@H](C)[C@@H](O)C(N(C)C)C1O,0.041,10^-6 cm/s,Papp,-7.387,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,16,0,0,0,C1=CCCCCCCCCCOCCC=C1,CC1CC(C)C(OC2CCC(O)C(C)O2)C(C)C(O)CC(=O)OC(C)C(C)C=CC=CC1=O,0.0,0.0,2,0,1.769,650.854,11,4,46,35,0.771,149.23,9,16.542,YPKBBONAUSEYTD-XMBURBEFSA-N
MC-3890,K-115,    ,O([C@@H]1[C@@H](C)[C@H](O)CC(=O)O[C@H](CC)[C@@H](CO)/C=C(\C)/C=C/C(=O)[C@H](C)C[C@@H]1CCN(Cc1nnn(-c2cnc3c(c2)cccc3)c1)C)[C@H]1C(O)C(N(C)C)[C@H](O)[C@@H](C)O1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)C(N(C)C)C2O)[C@@H](CCN(C)Cc2cn(-c3cnc4ccccc4c3)nn2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO,0.19,10^-6 cm/s,Papp,-6.721,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,16,0,0,0,C1=CCCCCCCCCCOCCC=C1,CC1CC=CC=CC(=O)C(C)CC(C)C(OC2CCC(O)C(C)O2)C(C)C(O)CC(=O)O1,0.0,0.0,5,3,3.464,821.029,15,4,59,44,0.614,192.83,11,16.457,VPVQSKONIULWRI-WRUTYJTJSA-N
MC-3891,K-116,    ,O([C@@H]1[C@@H](C)[C@H](O)CC(=O)O[C@H](CC)[C@@H](CO)/C=C(\C)/C=C/C(=O)[C@H](C)C[C@@H]1CCN(Cc1nnn(CCNCc2ccccc2)c1)C)[C@H]1C(O)C(N(C)C)[C@H](O)[C@@H](C)O1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)C(N(C)C)C2O)[C@@H](CCN(C)Cc2cn(CCNCc3ccccc3)nn2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO,0.003,10^-6 cm/s,Papp,-8.602,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,16,0,0,0,C1=CCCCCCCCCCOCCC=C1,CC1CC=CC=CC(=O)C(C)CC(C)C(OC2CCC(O)C(C)O2)C(C)C(O)CC(=O)O1,0.0,0.0,4,2,2.717,827.077,15,5,59,44,0.682,191.97,15,19.293,XHBJIFWPXDSXAK-DMQXOACNSA-N
MC-3892,K-117,    ,O([C@@H]1[C@@H](C)[C@H](O)CC(=O)O[C@H](CC)[C@@H](CO)/C=C(\C)/C=C/C(=O)[C@H](C)C[C@@H]1CCN(Cc1nnn(-c2cnc3c(c2)cccc3)c1)Cc1ccccc1)[C@H]1C(O)C(N(C)C)[C@H](O)[C@@H](C)O1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)C(N(C)C)C2O)[C@@H](CCN(Cc2ccccc2)Cc2cn(-c3cnc4ccccc4c3)nn2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO,0.82,10^-6 cm/s,Papp,-6.086,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,16,0,0,0,C1=CCCCCCCCCCOCCC=C1,CC1CC=CC=CC(=O)C(C)CC(C)C(OC2CCC(O)C(C)O2)C(C)C(O)CC(=O)O1,0.0,0.0,6,4,5.035,897.127,15,4,65,50,0.54,192.83,13,17.705,RWDHCYPAYDLNSW-GUAJNVPZSA-N
MC-3893,K-118,    ,O([C@@H]1[C@@H](C)[C@H](O)CC(=O)O[C@H](CC)[C@@H](CO)/C=C(\C)/C=C/C(=O)[C@H](C)C[C@@H]1CCN(CC#C)Cc1ccccc1)[C@H]1C(O)C(N(C)C)[C@H](O)[C@@H](C)O1,C#CCN(CC[C@H]1C[C@@H](C)C(=O)/C=C/C(C)=C/[C@H](CO)[C@@H](CC)OC(=O)C[C@@H](O)[C@H](C)[C@H]1O[C@@H]1O[C@H](C)[C@@H](O)C(N(C)C)C1O)Cc1ccccc1,0.79,10^-6 cm/s,Papp,-6.102,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,16,0,0,0,C1=CCCCCCCCCCOCCC=C1,CC1CC(C)C(OC2CCC(O)C(C)O2)C(C)C(O)CC(=O)OC(C)C(C)C=CC=CC1=O,0.0,0.0,3,1,3.339,726.952,11,4,52,41,0.659,149.23,11,17.639,INGQCJVPAMRSEG-PYGPPOPGSA-N
MC-3894,K-119,    ,O([C@@H]1[C@@H](C)[C@H](O)CC(=O)O[C@H](CC)[C@@H](CN2CCCCC2)/C=C(\C)/C=C/C(=O)[C@H](C)C[C@@H]1CCN(Cc1nnn(-c2cnc3c(c2)cccc3)c1)C)[C@H]1C(O)C(N(C)C)[C@H](O)[C@@H](C)O1,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)C(N(C)C)C2O)[C@@H](CCN(C)Cc2cn(-c3cnc4ccccc4c3)nn2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,0.001,10^-6 cm/s,Papp,-9.237,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,16,0,0,0,C1=CCCCCCCCCCOCCC=C1,CC1CC(C)C(OC2CCC(O)C(C)O2)C(C)C(O)CC(=O)OC(C)C(C)C=CC=CC1=O,0.0,0.0,6,3,4.958,888.164,15,3,64,49,0.653,175.84,12,17.787,UPEHOGVLCWTGAR-ULUFWHCDSA-N
MC-3895,K-120,    ,O=C1N(C)[C@@H](C)C(=O)O[C@H](CCCCC)C(=O)N(C)[C@@H](C)C(=O)O[C@H](CCCCC)C(=O)N(C)[C@@H](C)C(=O)O[C@H](CCCCC)C(=O)N(C)[C@@H](C)C(=O)O[C@@H]1CCCCC,CCCCC[C@H]1OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C1=O,0,10^-6 cm/s,Papp,-9999,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,24,0,4,4,C1COCCNCCOCCNCCOCCNCCOCCN1,CC1OC(=O)C(C)N(C)C(=O)C(C)OC(=O)C(C)N(C)C(=O)C(C)OC(=O)C(C)N(C)C(=O)C(C)OC(=O)C(C)N(C)C1=O,0.0,0.5,1,0,5.356,853.108,12,0,60,44,0.818,186.44,16,24.715,CMEGQABRBDDBTQ-NQRIZWSQSA-N
MC-3896,K-122,    ,O=C1N(C)[C@@H](C)C(=O)O[C@H](CCCCC)C(=O)N(C)[C@@H](C)C(=O)O[C@H](CCCCC)C(=O)N(C)[C@@H](C)C(=O)O[C@H](CCCCC)C(=O)N(C)[C@@H](C)C(=O)O[C@@H]1CCCCCCCCC,CCCCCCCCC[C@H]1OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C1=O,0,10^-6 cm/s,Papp,-9999,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,24,0,4,4,C1COCCNCCOCCNCCOCCNCCOCCN1,CC1OC(=O)C(C)N(C)C(=O)C(C)OC(=O)C(C)N(C)C(=O)C(C)OC(=O)C(C)N(C)C(=O)C(C)OC(=O)C(C)N(C)C1=O,0.0,0.5,1,0,6.916,909.216,12,0,64,48,0.833,186.44,20,27.819,RRORMBBZWDNQMO-NKTUOASPSA-N
MC-3897,K-123,    ,O=C1N(C)[C@@H](CCC)C(=O)O[C@H](CCCCCCCC)C(=O)N(C)[C@@H](C)C(=O)O[C@H](CCCCC)C(=O)N(C)[C@@H](C)C(=O)O[C@H](CCCCC)C(=O)N(C)[C@@H](C)C(=O)O[C@@H]1CCCCC,CCCCCCCC[C@H]1OC(=O)[C@H](CCC)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C1=O,0,10^-6 cm/s,Papp,-9999,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,24,0,4,4,C1COCCNCCOCCNCCOCCNCCOCCN1,CC1OC(=O)C(C)N(C)C(=O)C(C)OC(=O)C(C)N(C)C(=O)C(C)OC(=O)C(C)N(C)C(=O)C(C)OC(=O)C(C)N(C)C1=O,0.0,0.5,1,0,7.307,923.243,12,0,65,49,0.837,186.44,21,28.607,ZVGICTSRYBOLPT-ZGEQYALASA-N
MC-3898,K-124,    ,O=C1N(C)[C@@H](C)C(=O)O[C@H](CCCCC)C(=O)N(C)[C@@H](C)C(=O)O[C@H](CCCCC)C(=O)N(C)[C@@H](C)C(=O)O[C@H](CCCCC)C(=O)N(C)[C@@H](C)C(=O)O[C@@H]1CCCCCC,CCCCCC[C@H]1OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C1=O,0,10^-6 cm/s,Papp,-9999,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,24,0,4,4,C1COCCNCCOCCNCCOCCNCCOCCN1,CC1OC(=O)C(C)N(C)C(=O)C(C)OC(=O)C(C)N(C)C(=O)C(C)OC(=O)C(C)N(C)C(=O)C(C)OC(=O)C(C)N(C)C1=O,0.0,0.5,1,0,5.746,867.135,12,0,61,45,0.822,186.44,17,25.483,KWOMSXAVJKLVIA-PYAAGRFVSA-N
MC-3899,K-125,    ,O=C1N(C)[C@@H](CC(C)C)C(=O)O[C@H](CCCCCCCCC)C(=O)N(C)[C@@H](C)C(=O)O[C@H](CCCCC)C(=O)N(C)[C@@H](C)C(=O)O[C@H](CCCCC)C(=O)N(C)[C@@H](C)C(=O)O[C@@H]1CCCCC,CCCCCCCCC[C@H]1OC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C1=O,0,10^-6 cm/s,Papp,-9999,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,24,0,4,4,C1COCCNCCOCCNCCOCCNCCOCCN1,CC1OC(=O)C(C)N(C)C(=O)C(C)OC(=O)C(C)N(C)C(=O)C(C)OC(=O)C(C)N(C)C(=O)C(C)OC(=O)C(C)N(C)C1=O,0.0,0.5,1,0,7.943,951.297,12,0,67,51,0.843,186.44,22,29.48,XSPSBVGYUYZZOE-OMNNLTIJSA-N
MC-3900,K-126,    ,O=C1N(C)[C@@H](CCCC)C(=O)O[C@H](CCCCCCCCC)C(=O)N(C)[C@@H](C)C(=O)O[C@H](CCCCC)C(=O)N(C)[C@@H](C)C(=O)O[C@H](CCCCC)C(=O)N(C)[C@@H](C)C(=O)O[C@@H]1CCCCC,CCCCCCCCC[C@H]1OC(=O)[C@H](CCCC)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C1=O,0,10^-6 cm/s,Papp,-9999,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,24,0,4,4,C1COCCNCCOCCNCCOCCNCCOCCN1,CC1OC(=O)C(C)N(C)C(=O)C(C)OC(=O)C(C)N(C)C(=O)C(C)OC(=O)C(C)N(C)C(=O)C(C)OC(=O)C(C)N(C)C1=O,0.0,0.5,1,0,8.087,951.297,12,0,67,51,0.843,186.44,23,30.197,CGVKIWMRJQNGNF-OMNNLTIJSA-N
MC-3901,K-127,    ,O=C1N(C)[C@@H](CC)C(=O)O[C@H](CCCCC)C(=O)N(C)[C@@H](C)C(=O)O[C@H](CCCCC)C(=O)N(C)[C@@H](C)C(=O)O[C@H](CCCCC)C(=O)N(C)[C@@H](C)C(=O)O[C@@H]1CCCCC,CCCCC[C@H]1OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](CC)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C1=O,0,10^-6 cm/s,Papp,-9999,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,24,0,4,4,C1COCCNCCOCCNCCOCCNCCOCCN1,CC1OC(=O)C(C)N(C)C(=O)C(C)OC(=O)C(C)N(C)C(=O)C(C)OC(=O)C(C)N(C)C(=O)C(C)OC(=O)C(C)N(C)C1=O,0.0,0.5,1,0,5.746,867.135,12,0,61,45,0.822,186.44,17,25.483,WAENEWNTZKVQAM-PYAAGRFVSA-N
MC-3902,K-128,    ,O=C1N(C)[C@@H](CC)C(=O)O[C@H](CCCCCC)C(=O)N(C)[C@@H](C)C(=O)O[C@H](CCCCC)C(=O)N(C)[C@@H](C)C(=O)O[C@H](CCCCC)C(=O)N(C)[C@@H](C)C(=O)O[C@@H]1CCCCC,CCCCCC[C@H]1OC(=O)[C@H](CC)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C1=O,0,10^-6 cm/s,Papp,-9999,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,24,0,4,4,C1COCCNCCOCCNCCOCCNCCOCCN1,CC1OC(=O)C(C)N(C)C(=O)C(C)OC(=O)C(C)N(C)C(=O)C(C)OC(=O)C(C)N(C)C(=O)C(C)OC(=O)C(C)N(C)C1=O,0.0,0.5,1,0,6.136,881.162,12,0,62,46,0.826,186.44,18,26.257,YKPIWBLJNPGAMQ-VYJPBRPUSA-N
MC-3903,K-129,    ,O=C1N(C)[C@@H](CC)C(=O)O[C@H](CCCCCCC)C(=O)N(C)[C@@H](C)C(=O)O[C@H](CCCCC)C(=O)N(C)[C@@H](C)C(=O)O[C@H](CCCCC)C(=O)N(C)[C@@H](C)C(=O)O[C@@H]1CCCCC,CCCCCCC[C@H]1OC(=O)[C@H](CC)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C1=O,0,10^-6 cm/s,Papp,-9999,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,24,0,4,4,C1COCCNCCOCCNCCOCCNCCOCCN1,CC1OC(=O)C(C)N(C)C(=O)C(C)OC(=O)C(C)N(C)C(=O)C(C)OC(=O)C(C)N(C)C(=O)C(C)OC(=O)C(C)N(C)C1=O,0.0,0.5,1,0,6.526,895.189,12,0,63,47,0.83,186.44,19,27.035,XLZREICUNTYHPC-SXJPWEFFSA-N
MC-3904,K-130,    ,O=C1N(C)[C@@H](CC)C(=O)O[C@H](CCCCCCCC)C(=O)N(C)[C@@H](C)C(=O)O[C@H](CCCCC)C(=O)N(C)[C@@H](C)C(=O)O[C@H](CCCCC)C(=O)N(C)[C@@H](C)C(=O)O[C@@H]1CCCCC,CCCCCCCC[C@H]1OC(=O)[C@H](CC)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C1=O,0,10^-6 cm/s,Papp,-9999,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,24,0,4,4,C1COCCNCCOCCNCCOCCNCCOCCN1,CC1OC(=O)C(C)N(C)C(=O)C(C)OC(=O)C(C)N(C)C(=O)C(C)OC(=O)C(C)N(C)C(=O)C(C)OC(=O)C(C)N(C)C1=O,0.0,0.5,1,0,6.916,909.216,12,0,64,48,0.833,186.44,20,27.819,OKVGNFFDILBVOV-NKTUOASPSA-N
MC-3905,K-131,    ,O=C1N(C)[C@@H](CC)C(=O)O[C@H](CCCCCCCCC)C(=O)N(C)[C@@H](C)C(=O)O[C@H](CCCCC)C(=O)N(C)[C@@H](C)C(=O)O[C@H](CCCCC)C(=O)N(C)[C@@H](C)C(=O)O[C@@H]1CCCCC,CCCCCCCCC[C@H]1OC(=O)[C@H](CC)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C1=O,0,10^-6 cm/s,Papp,-9999,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,24,0,4,4,C1COCCNCCOCCNCCOCCNCCOCCN1,CC1OC(=O)C(C)N(C)C(=O)C(C)OC(=O)C(C)N(C)C(=O)C(C)OC(=O)C(C)N(C)C(=O)C(C)OC(=O)C(C)N(C)C1=O,0.0,0.5,1,0,7.307,923.243,12,0,65,49,0.837,186.44,21,28.607,OPTVWBIVLRQFSX-ZGEQYALASA-N
MC-3906,K-132,    ,O=C1N(C)[C@@H](CC(C)C)C(=O)O[C@H](CCCCC)C(=O)N(C)CC(=O)O[C@H](CCCCC)C(=O)N(C)CC(=O)O[C@H](CCCCC)C(=O)N(C)[C@@H](CC(C)C)C(=O)O[C@@H]1CCCCC,CCCCC[C@H]1OC(=O)CN(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CCCCC)OC(=O)CN(C)C1=O,0,10^-6 cm/s,Papp,-9999,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,24,0,4,4,C1COCCNCCOCCNCCOCCNCCOCCN1,CC1OC(=O)CN(C)C(=O)C(C)OC(=O)C(C)N(C)C(=O)C(C)OC(=O)C(C)N(C)C(=O)C(C)OC(=O)CN(C)C1=O,0.0,0.5,1,0,6.631,909.216,12,0,64,48,0.833,186.44,20,27.819,MFONWSSAJBWYPU-OYEZVYLDSA-N
MC-3907,K-133,    ,O=C1N(C)[C@@H](CC(C)C)C(=O)O[C@H](CCCCCCC)C(=O)N(C)CC(=O)O[C@H](CCCCC)C(=O)N(C)CC(=O)O[C@H](CCCCC)C(=O)N(C)CC(=O)O[C@@H]1CCCCC,CCCCCCC[C@H]1OC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CCCCC)OC(=O)CN(C)C(=O)[C@@H](CCCCC)OC(=O)CN(C)C(=O)[C@@H](CCCCC)OC(=O)CN(C)C1=O,0,10^-6 cm/s,Papp,-9999,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,24,0,4,4,C1COCCNCCOCCNCCOCCNCCOCCN1,CC1OC(=O)CN(C)C(=O)C(C)OC(=O)C(C)N(C)C(=O)C(C)OC(=O)CN(C)C(=O)C(C)OC(=O)CN(C)C1=O,0.0,0.5,1,0,5.997,881.162,12,0,62,46,0.826,186.44,20,27.661,JPDHJWMRVRECAY-MCDOTKDNSA-N
