ID,Original_ID,Common_name,SMILES,Standardise_SMILES,Value,Unit,Endpoint,Standardized_Value,Standardized_Endpoint,Assay,Description,Link,Source Type,Source,Citation,Publish_Year,Macrocycle_Ring_Size,Macrocycle_Free_Amide_Count,Macrocycle_Substituted_Amide_Count,Macrocycle_Overall_Amide_Count,Macrocycle_Core_smiles,Macrocycle_Peripheral_smiles,Free_Amide_Ratio,Amide_Ratio,Num_Rings,Num_Aromatic_Rings,cLogP,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_Heavy_Atoms,Num_Carbon_Atoms,Fraction_SP3_Carbons,TPSA,Num_Rotatable_Bonds,Kier_index,InchiKey
MC-3850,K-049,    ,O=C(N[C@H](CC(=O)CC)c1sccn1)[C@H](NC(=O)[C@@H](/N=C\1/[C@H](C(C)(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2[C@H](C)CCN2C(=O)CN/1)C(C)(C)C)[C@@H](C)c1ccccc1,CCC(=O)C[C@@H](NC(=O)[C@H](NC(=O)[C@@H](/N=C1\NCC(=O)N2CC[C@@H](C)[C@H]2C(=O)N[C@@H](C(C)C)C(=O)N[C@H]1C(C)(C)C)C(C)(C)C)[C@@H](C)c1ccccc1)c1nccs1,0.42,10^-6 cm/s,Papp,-6.377,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,12,2,1,3,C1CNCCNCCNCCN1,CC1CNCC(=O)N2CCC(C)C2C(=O)NC(C)C(=O)N1,0.5,0.75,4,2,4.283,821.102,9,5,58,43,0.628,191.06,12,15.393,YEQQFDOGMFQBFV-BDLXJKLMSA-N
MC-3851,K-050,    ,O=C(N[C@H](CNC(=O)N1CSCC1)c1sccn1)[C@H](NC(=O)[C@@H](/N=C\1/C(C(C)(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2[C@H](C)CCN2C(=O)CN/1)C(C)(C)C)[C@@H](C)c1ccccc1,CC(C)[C@@H]1NC(=O)[C@@H]2[C@H](C)CCN2C(=O)CN/C(=N\[C@H](C(=O)N[C@@H](C(=O)N[C@H](CNC(=O)N2CCSC2)c2nccs2)[C@@H](C)c2ccccc2)C(C)(C)C)C(C(C)(C)C)NC1=O,0.18,10^-6 cm/s,Papp,-6.745,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,12,2,1,3,C1CNCCNCCNCCN1,CC1CNCC(=O)N2CCC(C)C2C(=O)NC(C)C(=O)N1,0.5,0.75,5,2,3.63,895.21,10,6,62,44,0.636,206.33,11,16.093,LVXBHPNGUGMYFH-JHOYWAMJSA-N
MC-3852,K-051,    ,O=C(N[C@H](CC(=O)N1CCN(c2ccccc2)CC1)c1sccn1)[C@H](NC(=O)[C@@H](/N=C\1/[C@H](C(C)(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2[C@H](C)CCN2C(=O)CN/1)C(C)(C)C)[C@@H](C)c1ccccc1,CC(C)[C@@H]1NC(=O)[C@@H]2[C@H](C)CCN2C(=O)CN/C(=N\[C@H](C(=O)N[C@@H](C(=O)N[C@H](CC(=O)N2CCN(c3ccccc3)CC2)c2nccs2)[C@@H](C)c2ccccc2)C(C)(C)C)[C@H](C(C)(C)C)NC1=O,0.9,10^-6 cm/s,Papp,-6.046,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,12,2,1,3,C1CNCCNCCNCCN1,CC1CNCC(=O)N2CCC(C)C2C(=O)NC(C)C(=O)N1,0.5,0.75,6,3,4.653,953.268,10,5,68,51,0.569,197.54,12,16.727,KWHHASUVNSLKAJ-DFVGMHBGSA-N
MC-3853,K-052,    ,O=C(N[C@H](CCN1CCOCC1)c1sccn1)[C@H](NC(=O)[C@@H](/N=C\1/[C@H](C(C)(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2[C@H](C)CCN2C(=O)CN/1)C(C)(C)C)[C@@H](C)c1ccccc1,CC(C)[C@@H]1NC(=O)[C@@H]2[C@H](C)CCN2C(=O)CN/C(=N\[C@H](C(=O)N[C@@H](C(=O)N[C@H](CCN2CCOCC2)c2nccs2)[C@@H](C)c2ccccc2)C(C)(C)C)[C@H](C(C)(C)C)NC1=O,0.011,10^-6 cm/s,Papp,-7.959,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,12,2,1,3,C1CNCCNCCNCCN1,CC1CNCC(=O)N2CCC(C)C2C(=O)NC(C)C(=O)N1,0.5,0.75,5,2,3.636,864.171,10,5,61,45,0.667,186.46,12,16.118,JYDIRVDOJNZZEN-AOOLKZJFSA-N
MC-3854,K-053,    ,O=C(N[C@H](CCO)c1sccn1)[C@H](NC(=O)[C@@H](/N=C\1/[C@H](C(C)(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2[C@H](C)CCN2C(=O)CN/1)C(C)(C)C)[C@@H](C)c1ccccc1,CC(C)[C@@H]1NC(=O)[C@@H]2[C@H](C)CCN2C(=O)CN/C(=N\[C@H](C(=O)N[C@@H](C(=O)N[C@H](CCO)c2nccs2)[C@@H](C)c2ccccc2)C(C)(C)C)[C@H](C(C)(C)C)NC1=O,0.39,10^-6 cm/s,Papp,-6.409,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,12,2,1,3,C1CNCCNCCNCCN1,CC1CNCC(=O)N2CCC(C)C2C(=O)NC(C)C(=O)N1,0.5,0.75,4,2,3.296,795.064,9,6,56,41,0.634,194.22,11,14.821,BZDSKCHMSIVSMU-HIJNGHNGSA-N
MC-3855,K-054,    ,O=C(N[C@H](CC(=O)CCC)c1sccn1)[C@H](NC(=O)[C@@H](/N=C\1/[C@H](C(C)(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2[C@H](C)CCN2C(=O)CN/1)C(C)(C)C)[C@@H](C)c1ccccc1,CCCC(=O)C[C@@H](NC(=O)[C@H](NC(=O)[C@@H](/N=C1\NCC(=O)N2CC[C@@H](C)[C@H]2C(=O)N[C@@H](C(C)C)C(=O)N[C@H]1C(C)(C)C)C(C)(C)C)[C@@H](C)c1ccccc1)c1nccs1,0.77,10^-6 cm/s,Papp,-6.114,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,12,2,1,3,C1CNCCNCCNCCN1,CC1CNCC(=O)N2CCC(C)C2C(=O)NC(C)C(=O)N1,0.5,0.75,4,2,4.673,835.129,9,5,59,44,0.636,191.06,13,15.991,XVCLSGANXCZTAJ-YRFLBTJBSA-N
MC-3856,K-055,    ,O(C)[C@@H]1[C@@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](OC)C2)[C@H](C)O[C@@H](O[C@H]\2[C@@H](C)/C=C/C=C\3/[C@]4(O)[C@@H]([C@H](O)C(C)=C[C@H]4C(=O)O[C@@H]4C[C@@]5(O[C@H]([C@H](CC)C)[C@@H](C)C=C5)O[C@@H](C4)C/C=C/2\C)OC/3)C1,CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,0,10^-6 cm/s,Papp,-9999,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,16,0,0,0,C1=CCCC=CCCCCOCCCC=C1,C=CC(CC1CCCC=C(C)C(OCCC(O)COCCC(O)CO)C(C)C=CC=C2COC3C(O)C=CC(C(=O)O1)C23)OCC,0.0,0.0,7,0,5.377,873.09,14,3,62,48,0.771,170.06,8,15.104,RRZXIRBKKLTSOM-XPNPUAGNSA-N
MC-3857,K-056,    ,O(C)[C@@H]1[C@@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](OC)C2)[C@H](C)O[C@@H](O[C@H]\2[C@@H](C)/C=C/C=C\3/[C@]4(O)[C@@H]([C@H](O)C(C)=C[C@H]4C(=O)O[C@@H]4C[C@@]5(O[C@H]([C@H](CC)C)[C@@H](C)CC5)O[C@@H](C4)C/C=C/2\C)OC/3)C1,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,0,10^-6 cm/s,Papp,-9999,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,16,0,0,0,C1=CCCC=CCCCCOCCCC=C1,CCOC(CC)CC1CCCC=C(C)C(OCCC(O)COCCC(O)CO)C(C)C=CC=C2COC3C(O)C=CC(C(=O)O1)C23,0.0,0.0,7,0,5.601,875.106,14,3,62,48,0.813,170.06,8,15.309,AZSNMRSAGSSBNP-XPNPUAGNSA-N
MC-3858,K-057,    ,O=C(O[C@H]1[C@H](C)O[C@@H](O[C@H]2[C@H](C)O[C@@H](O[C@H]\3[C@@H](C)/C=C/C=C\4/[C@]5(O)[C@@H]([C@H](OC(=O)C)C(C)=C[C@H]5C(=O)O[C@@H]5C[C@@]6(O[C@H]([C@H](CC)C)[C@@H](C)[C@@H](O)C6)O[C@@H](C5)C/C=C/3\C)OC/4)C[C@@H]2OC)C[C@@H]1OC)C,CC[C@H](C)[C@H]1O[C@@]2(C[C@@H]3C[C@@H](C/C=C(\C)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](OC(C)=O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](OC(C)=O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)C[C@H](O)[C@@H]1C,0,10^-6 cm/s,Papp,-9999,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,16,0,0,0,C1=CCCC=CCCCCOCCCC=C1,CCOC1(CCO)CC2CC(CC=C(C)C(OCCC(O)COCCC(O)CO)C(C)C=CC=C3COC4C(O)C=CC(C(=O)O2)C34)O1,0.0,0.0,7,0,5.714,975.179,17,2,69,52,0.788,202.43,10,17.413,HIBAKORWQKZADA-OOJUTCIPSA-N
MC-3859,K-058,    ,O=C(O[C@H]1[C@H](C)O[C@@H](O[C@H]2[C@H](C)O[C@@H](O[C@H]\3[C@@H](C)/C=C/C=C\4/[C@]5(O)[C@@H]([C@H](OC(=O)C)C(C)=C[C@H]5C(=O)O[C@@H]5C[C@@]6(O[C@H]([C@H](CC)C)[C@@H](C)[C@@H](OC(=O)C)C6)O[C@@H](C5)C/C=C/3\C)OC/4)C[C@@H]2OC)C[C@@H]1OC)C,CC[C@H](C)[C@H]1O[C@@]2(C[C@@H]3C[C@@H](C/C=C(\C)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](OC(C)=O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](OC(C)=O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)C[C@H](OC(C)=O)[C@@H]1C,0,10^-6 cm/s,Papp,-9999,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,16,0,0,0,C1=CCCC=CCCCCOCCCC=C1,CCOC1(CCO)CC2CC(CC=C(C)C(OCCC(O)COCCC(O)CO)C(C)C=CC=C3COC4C(O)C=CC(C(=O)O2)C34)O1,0.0,0.0,7,0,6.285,1017.216,18,1,72,54,0.778,208.5,11,18.371,BQHIDAKEZZKVNS-UNNMYVBCSA-N
MC-3860,K-069,    ,O(C)[C@@H]1[C@@H](O[C@@H]2O[C@@H](C)[C@H](N)[C@@H](OC)C2)[C@H](C)O[C@@H](O[C@H]\2[C@@H](C)/C=C/C=C\3/[C@]4(O)[C@@H]([C@H](O)C(C)=C[C@H]4C(=O)O[C@@H]4C[C@@]5(O[C@H]([C@H](CC)C)[C@@H](C)C=C5)O[C@@H](C4)C/C=C/2\C)OC/3)C1,CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](N)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,0.049,10^-6 cm/s,Papp,-7.31,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,16,0,0,0,C1=CCCC=CCCCCOCCCC=C1,C=CC(CC1CCCC=C(C)C(OCCC(O)COCCC(O)CCC)C(C)C=CC=C2COC3C(O)C=CC(C(=O)O1)C23)OCC,0.0,0.0,7,0,5.344,872.106,14,3,62,48,0.771,175.85,8,15.104,WDJBWFOPQSVCHG-RXPCEZNASA-N
MC-3861,K-070,    ,O=C(N[C@H]1[C@H](C)O[C@@H](O[C@H]2[C@H](C)O[C@@H](O[C@H]\3[C@@H](C)/C=C/C=C\4/[C@]5(O)[C@@H]([C@H](O)C(C)=C[C@H]5C(=O)O[C@@H]5C[C@@]6(O[C@H]([C@H](CC)C)[C@@H](C)C=C6)O[C@@H](C5)C/C=C/3\C)OC/4)C[C@@H]2OC)C[C@@H]1OC)C,CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](NC(C)=O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,6.7,10^-6 cm/s,Papp,-5.174,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,16,0,0,0,C1=CCCC=CCCCCOCCCC=C1,C=CC(CC1CCCC=C(C)C(OCCC(O)COCCC(O)CCC)C(C)C=CC=C2COC3C(O)C=CC(C(=O)O1)C23)OCC,0.0,0.0,7,0,5.521,914.143,14,3,65,50,0.76,178.93,9,16.047,ZKWQQXZUCOBISE-NQMKODOQSA-N
MC-3862,K-074,    ,O=C(N[C@H]1[C@H](C)O[C@@H](O[C@H]2[C@H](C)O[C@@H](O[C@H]\3[C@@H](C)/C=C/C=C\4/[C@]5(O)[C@@H]([C@H](O)C(C)=C[C@H]5C(=O)O[C@@H]5C[C@@]6(O[C@H]([C@H](CC)C)[C@@H](C)[C@@H](O)C6)O[C@@H](C5)C/C=C/3\C)OC/4)C[C@@H]2OC)C[C@@H]1OC)C,CC[C@H](C)[C@H]1O[C@@]2(C[C@@H]3C[C@@H](C/C=C(\C)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](NC(C)=O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)C[C@H](O)[C@@H]1C,13,10^-6 cm/s,Papp,-4.886,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,16,0,0,0,C1=CCCC=CCCCCOCCCC=C1,CCCC(O)CCOCC(O)CCOC1C(C)=CCC2CC(CC(CCO)(OCC)O2)OC(=O)C2C=CC(O)C3OCC(=CC=CC1C)C23,0.0,0.0,7,0,4.716,932.158,15,4,66,50,0.8,199.16,9,16.461,PLWIYFTWTBRGSA-GOKACVFISA-N
MC-3863,K-075,    ,O=C(OC)/C=C/1\[C@H](C)O[C@@H](O[C@H]2[C@H](C)O[C@@H](O[C@H]\3[C@@H](C)/C=C/C=C\4/[C@]5(O)[C@@H]([C@H](O)C(C)=C[C@H]5C(=O)O[C@@H]5C[C@@]6(O[C@H]([C@H](CC)C)[C@@H](C)C=C6)O[C@@H](C5)C/C=C/3\C)OC/4)C[C@@H]2OC)C[C@@H]\1OC,CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)/C(=C/C(=O)OC)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,0,10^-6 cm/s,Papp,-9999,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,16,0,0,0,C1=CCCC=CCCCCOCCCC=C1,C=CC(O)CCOCC(O)CCOC1C(C)=CCCCC(CC(C=C)OCC)OC(=O)C2C=CC(O)C3OCC(=CC=CC1C)C23,0.0,0.0,7,0,6.116,927.138,15,2,66,51,0.725,176.13,9,16.391,LUUFGGGKYURQKI-PMASWEINSA-N
MC-3864,K-076,    ,O(C)[C@@H]1[C@@H](O[C@@H]2O[C@@H](C)/C(=C\CNC)/[C@@H](OC)C2)[C@H](C)O[C@@H](O[C@H]\2[C@@H](C)/C=C/C=C\3/[C@]4(O)[C@@H]([C@H](O)C(C)=C[C@H]4C(=O)O[C@@H]4C[C@@]5(O[C@H]([C@H](CC)C)[C@@H](C)C=C5)O[C@@H](C4)C/C=C/2\C)OC/3)C1,CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)/C(=C/CNC)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,0.006,10^-6 cm/s,Papp,-8.237,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,16,0,0,0,C1=CCCC=CCCCCOCCCC=C1,C=CC(O)CCOCC(O)CCOC1C(C)=CCCCC(CC(C=C)OCC)OC(=O)C2C=CC(O)C3OCC(=CC=CC1C)C23,0.0,0.0,7,0,6.162,912.171,14,3,65,51,0.745,161.86,10,16.549,OIFGPFUPFYYZQK-MMSGADMSSA-N
MC-3865,K-077,    ,O(/N=C/C=C/1\[C@H](C)O[C@@H](O[C@H]2[C@H](C)O[C@@H](O[C@H]\3[C@@H](C)/C=C/C=C\4/[C@]5(O)[C@@H]([C@H](O)C(C)=C[C@H]5C(=O)O[C@@H]5C[C@@]6(O[C@H]([C@H](CC)C)[C@@H](C)C=C6)O[C@@H](C5)C/C=C/3\C)OC/4)C[C@@H]2OC)C[C@@H]\1OC)C,CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)/C(=C/C=N/OC)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,0,10^-6 cm/s,Papp,-9999,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,16,0,0,0,C1=CCCC=CCCCCOCCCC=C1,C=CC(O)CCOCC(O)CCOC1C(C)=CCCCC(CC(C=C)OCC)OC(=O)C2C=CC(O)C3OCC(=CC=CC1C)C23,0.0,0.0,7,0,6.575,926.154,15,2,66,51,0.725,171.42,10,16.711,MCSFWLAUYUOUDU-KWMVYGGSSA-N
MC-3866,K-078,    ,O=C(OC/C=C/1\[C@H](C)O[C@@H](O[C@H]2[C@H](C)O[C@@H](O[C@H]\3[C@@H](C)/C=C/C=C\4/[C@]5(O)[C@@H]([C@H](O)C(C)=C[C@H]5C(=O)O[C@@H]5C[C@@]6(O[C@H]([C@H](CC)C)[C@@H](C)C=C6)O[C@@H](C5)C/C=C/3\C)OC/4)C[C@@H]2OC)C[C@@H]\1OC)c1ccncc1,CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)/C(=C/COC(=O)c5ccncc5)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,0,10^-6 cm/s,Papp,-9999,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,16,0,0,0,C1=CCCC=CCCCCOCCCC=C1,C=CC(O)CCOCC(O)CCOC1C(C)=CCCCC(CC(C=C)OCC)OC(=O)C2C=CC(O)C3OCC(=CC=CC1C)C23,0.0,0.0,8,1,7.195,1004.224,16,2,72,56,0.661,189.02,11,17.608,WLSDOIDVJSPCED-ZNBVVKJDSA-N
MC-3866,K-079,    ,O=C(OC/C=C/1\[C@H](C)O[C@@H](O[C@H]2[C@H](C)O[C@@H](O[C@H]\3[C@@H](C)/C=C/C=C\4/[C@]5(O)[C@@H]([C@H](O)C(C)=C[C@H]5C(=O)O[C@@H]5C[C@@]6(O[C@H]([C@H](CC)C)[C@@H](C)C=C6)O[C@@H](C5)C/C=C/3\C)OC/4)C[C@@H]2OC)C[C@@H]\1OC)c1ccncc1,CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)/C(=C/COC(=O)c5ccncc5)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,0,10^-6 cm/s,Papp,-9999,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,16,0,0,0,C1=CCCC=CCCCCOCCCC=C1,C=CC(O)CCOCC(O)CCOC1C(C)=CCCCC(CC(C=C)OCC)OC(=O)C2C=CC(O)C3OCC(=CC=CC1C)C23,0.0,0.0,8,1,7.195,1004.224,16,2,72,56,0.661,189.02,11,17.608,WLSDOIDVJSPCED-ZNBVVKJDSA-N
MC-3867,K-082,    ,O=CC[C@@H]1[C@H](O[C@H]2C(O)[C@@H](N(C)C)[C@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@](O)(C)C3)[C@@H](C)O2)[C@@H](OC)[C@H](O)CC(=O)O[C@H](C)C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](N(C)C)CC2)[C@H](C)C1,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)C2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O,0.023,10^-6 cm/s,Papp,-7.638,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,16,0,0,0,C1=CCCCCCCCCCOCCC=C1,CCCCCCOC1C=CC=CCC(C)OC(=O)CCC(O)C(OC2CCC(OCCC(C)(O)CO)C(C)O2)C(C)CC1C,0.0,0.0,4,0,2.325,843.065,16,4,59,43,0.86,195.38,11,18.932,ACTOXUHEUCPTEW-HQEWOWMESA-N
MC-3868,K-084,    ,O=CC[C@@H]1[C@H](O[C@H]2C(OCCC)[C@@H](N(C)C)[C@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@](O)(C)C3)[C@@H](C)O2)[C@@H](OC)[C@H](O)CC(=O)O[C@H](C)C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](N(C)C)CC2)[C@H](C)C1,CCCOC1[C@H](O[C@@H]2[C@@H](OC)[C@H](O)CC(=O)O[C@H](C)C/C=C/C=C/[C@H](O[C@H]3CC[C@H](N(C)C)[C@@H](C)O3)[C@H](C)C[C@@H]2CC=O)O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](O)[C@H](C)O2)[C@@H]1N(C)C,0.35,10^-6 cm/s,Papp,-6.456,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,16,0,0,0,C1=CCCCCCCCCCOCCC=C1,CCCCCCOC1C=CC=CCC(C)OC(=O)CC(O)C(O)C(OC(CO)OC(C)COCCC(C)(O)CO)CCC1C,0.0,0.0,4,0,3.759,885.146,16,3,62,46,0.87,184.38,14,20.897,SATKICQOXIIOAJ-BDBMMVRSSA-N
